Name,Age,Country,CGPA,Skill,Program
Edward Armstrong,22,Zimbabwe,2.45,Python,BS Data Science
Nicholas Dean,24,Eritrea,3.76,Python,BS Software Engineering
Jessica Huber,18,Kuwait,2.32,Financial Modelling,BS Accounting & Finance
Jessica Lucas,16,Netherlands,3.1,Excel,BS Business Analytics
Belinda Hampton,17,Tokelau,3.5,Excel,BBA
Morgan Silva,16,Lesotho,3.09,None,BBA
Johnny Williams,23,Belarus,2,Excel,BS Information Technology
Christopher Rodriguez,21,Cape Verde,3.02,Management,BBA
Joseph Goodman,16,Slovakia (Slovak Republic),2.79,Excel,BS Information Technology
Jennifer Jackson,16,Macao,3.23,Python,BS Software Engineering
Sarah Barnett DDS,20,Qatar,2.02,Financial Modelling,BS Accounting & Finance
Rachel Nixon,24,Ecuador,2.86,None,BBA
Gordon Jackson,16,Libyan Arab Jamahiriya,3.54,Excel,BS Business Analytics
Jennifer Navarro,19,Saint Kitts and Nevis,3.28,None,BBA
William Cox,22,Mauritius,2.65,R,BS Data Science
Aaron Mitchell,20,Jersey,2.75,Excel,BS Business Analytics
Brandi Austin,18,Greece,2.12,None,BBA
Michelle White,23,Pitcairn Islands,2.74,SQL,BS Business Analytics
Manuel Morgan,16,Comoros,3.39,Python,BS Data Science
John Berry,20,Suriname,2.69,Risk Management,BS Accounting & Finance
Amanda Oconnor,25,Korea,3.7,SQL,BS Information Technology
John Hendricks,17,Vanuatu,2.8,SQL,BS Computer Science
Troy Dickson,23,Aruba,3.24,Financial Modelling,BS Accounting & Finance
David Barnes,16,Nauru,3.52,R,BS Data Science
Debbie Higgins,24,Isle of Man,2.86,R,BS Data Science
Erin Barnett,20,Bosnia and Herzegovina,3.36,Python,BS Software Engineering
Anthony Pham,22,Algeria,2.76,Statistics,BS Business Analytics
Gary Evans,24,Afghanistan,2.3,R,BS Data Science
Glenda Barry,20,Senegal,3.42,None,BBA
Elizabeth Williams,19,Christmas Island,3.25,Risk Management,BS Accounting & Finance
Michael Smith,24,Mexico,3.23,Python,BS Data Science
Kelly Scott,19,Puerto Rico,2.73,Financial Modelling,BS Accounting & Finance
Paula Holt,25,Italy,2.95,Risk Management,BS Accounting & Finance
Robert Sutton,24,Gambia,3.98,Management,BBA
Joshua Shepard,23,Argentina,3.99,Risk Management,BS Accounting & Finance
Natasha Gardner,19,Holy See (Vatican City State),2.76,Python,BS Software Engineering
Penny Sloan,24,Bulgaria,3.98,SQL,BS Computer Science
Brandon Leonard,25,Argentina,3.88,Management,BBA
Lisa Marshall,17,Portugal,2.08,Python,BS Software Engineering
Shelby Smith,21,Tanzania,3.25,Excel,BS Accounting & Finance
Dana Newman,22,Burkina Faso,2.02,Excel,BS Business Analytics
Manuel Ryan,17,French Guiana,3.19,Financial Modelling,BS Accounting & Finance
Michael Graham,24,Costa Rica,2.59,None,BBA
William Douglas,23,Mauritius,3.99,SQL,BS Business Analytics
Karen Love,24,Panama,2.7,Python,BS Software Engineering
Andrea Wyatt,22,Namibia,3.35,SQL,BS Business Analytics
Dr. Amanda Jones,23,Bahrain,2.99,Python,BS Software Engineering
Allen Harrison,19,Aruba,2.21,SQL,BS Information Technology
Christian May,19,Gambia,2.63,Excel,BS Information Technology
Steven Walker,16,Tunisia,2.35,Excel,BS Business Analytics
Melissa Wilson,21,Saint Pierre and Miquelon,3.22,Python,BS Software Engineering
Taylor Nicholson,25,South Georgia and the South Sandwich Islands,2.46,Python,BS Computer Science
Kenneth Singleton,20,Gabon,2.7,Python,BS Software Engineering
Marcus Berger,16,Angola,3.36,Python,BS Data Science
Michele Ford,21,Guam,2.72,Excel,BS Business Analytics
Kathryn Davis,19,Azerbaijan,3.28,Excel,BS Business Analytics
Janet Anderson MD,16,Sudan,3.15,Python,BS Software Engineering
Nina Hill,24,Croatia,2.72,Excel,BS Accounting & Finance
Jason Bryant,25,Germany,3.2,Python,BS Data Science
Andrew Jensen,24,Norway,2.26,Excel,BS Business Analytics
Phillip Garcia,20,Mali,3.22,Python,BS Computer Science
Nicholas Thomas,16,Sierra Leone,2.43,SQL,BS Business Analytics
Jocelyn Wilson,19,Serbia,3.13,Excel,BS Business Analytics
Susan Taylor,20,San Marino,2.27,SQL,BS Computer Science
Erica Hernandez,21,North Macedonia,3.34,Financial Modelling,BS Accounting & Finance
Dawn Pena,22,Lithuania,2.6,Python,BS Computer Science
John Stokes,16,Malaysia,3.54,Python,BS Software Engineering
Paul Taylor,23,Syrian Arab Republic,2.56,Excel,BS Accounting & Finance
April Conner,24,Isle of Man,2.39,SQL,BS Information Technology
Christian Jennings,24,Cyprus,3.65,Excel,BS Business Analytics
Julie Butler,22,Taiwan,2.24,Statistics,BS Business Analytics
Robert Nelson,19,Jamaica,3.54,Python,BS Data Science
Kimberly Juarez,18,Namibia,3.12,Statistics,BS Data Science
Kimberly Chaney,17,Cote d'Ivoire,3.02,SQL,BS Computer Science
Terri Silva,17,Serbia,2.59,Excel,BBA
Jay Hernandez,22,Serbia,2.07,Financial Modelling,BS Accounting & Finance
Charles Freeman,23,Nicaragua,3.73,Statistics,BS Data Science
Austin Brown,23,Switzerland,3.29,Excel,BS Business Analytics
Lori Johnson,19,Uzbekistan,3.8,SQL,BS Computer Science
Jessica Jimenez,20,Svalbard & Jan Mayen Islands,2.3,SQL,BS Computer Science
Donald Bass,24,Libyan Arab Jamahiriya,3.17,Management,BBA
Hunter Evans,19,Myanmar,3.21,Excel,BS Accounting & Finance
Elizabeth Roberson,21,New Zealand,3.07,SQL,BS Information Technology
Dustin Roman,21,Seychelles,2.28,Python,BS Computer Science
Rhonda Johns,16,Puerto Rico,3.26,Financial Modelling,BS Accounting & Finance
Nicole Williams,22,Norfolk Island,3.24,SQL,BS Computer Science
Erik Conway,17,Myanmar,3.4,Python,BS Software Engineering
Christopher Newman,17,Georgia,3.02,Statistics,BS Data Science
Antonio Graham,16,Seychelles,2.88,SQL,BS Information Technology
Angel Taylor,22,Namibia,3.02,Statistics,BS Business Analytics
Christopher Bates,20,Samoa,2.48,SQL,BS Computer Science
Kimberly Hall,16,Romania,3.8,Statistics,BS Data Science
Matthew Smith,17,Spain,3.98,Python,BS Computer Science
Allison Anderson,25,Cayman Islands,3.51,Python,BS Software Engineering
Bailey Espinoza,25,Sri Lanka,3.63,Statistics,BS Business Analytics
Carolyn Warren,16,Thailand,2.95,Statistics,BS Data Science
Ms. Jessica Hutchinson,23,Kyrgyz Republic,3.73,SQL,BS Business Analytics
Sandy Hernandez,17,Burkina Faso,3.74,SQL,BS Information Technology
Tara Wilson,21,Liechtenstein,3.43,SQL,BS Business Analytics
Amber Jones,20,Guernsey,2.58,SQL,BS Information Technology
Brenda Mann,21,Lao People's Democratic Republic,3.23,None,BBA
Shelby Rosario,17,Turks and Caicos Islands,2.03,Excel,BS Information Technology
Tara Chase,23,Sweden,3.34,Statistics,BS Business Analytics
Lee Black,22,Cuba,3.52,Excel,BS Information Technology
Penny Jensen,17,Sierra Leone,2.57,Statistics,BS Business Analytics
Dennis Rios,16,Lebanon,2.68,Python,BS Software Engineering
Matthew Young,24,San Marino,3.25,Excel,BS Business Analytics
Ralph Warner,23,Slovakia (Slovak Republic),2.58,Excel,BBA
Tiffany Hinton,21,Wallis and Futuna,2.78,Excel,BBA
Brooke Bruce,17,Somalia,2.67,SQL,BS Computer Science
Hannah Cooper,21,Tonga,2.5,SQL,BS Business Analytics
Ronald Mcdonald,20,Martinique,2.2,Python,BS Data Science
Kristen Jones,22,Cote d'Ivoire,3.97,Risk Management,BS Accounting & Finance
James Thompson,24,Guinea,2.4,Excel,BS Accounting & Finance
Krystal Ramos,23,North Macedonia,2.64,Excel,BBA
Matthew York,21,United States of America,3.25,Excel,BS Business Analytics
Tracy Lopez,20,Dominica,3.28,None,BBA
Rita Hudson,22,Reunion,2.91,Excel,BS Information Technology
Karina Morgan,20,Germany,2.58,Python,BS Computer Science
Brandon Smith,20,Tuvalu,2.09,Excel,BS Business Analytics
Connie Hamilton,25,Guinea-Bissau,3.53,Excel,BS Business Analytics
Elijah Bean,25,Tunisia,2.18,Excel,BBA
Charles Little,17,Nauru,3.71,Python,BS Software Engineering
Cynthia Mendez,20,San Marino,2.82,Statistics,BS Data Science
Renee Sanchez,21,Bosnia and Herzegovina,2.17,Financial Modelling,BS Accounting & Finance
Garrett Adams,19,Madagascar,3.19,Statistics,BS Data Science
Brian Blackburn,23,Burundi,2.72,Excel,BBA
Michael Vazquez,23,Guernsey,3.24,Python,BS Software Engineering
Tara Thomas,18,Burkina Faso,3.02,Python,BS Data Science
Michele Buchanan,19,Martinique,3.39,Python,BS Software Engineering
Pamela Williams,20,France,2.34,Management,BBA
Brittney Simpson,20,Germany,3.76,Risk Management,BS Accounting & Finance
Christopher Walker,21,Wallis and Futuna,3.28,Management,BBA
Samantha Morrow,25,Zambia,3.21,Financial Modelling,BS Accounting & Finance
Julie Parker,22,San Marino,2.37,Statistics,BS Business Analytics
Joshua Hart,21,United Kingdom,3.15,Statistics,BS Business Analytics
Seth Delacruz,19,Liberia,2.2,Excel,BBA
Mrs. Natalie Wright,20,Lao People's Democratic Republic,3.27,Risk Management,BS Accounting & Finance
Glenn Watson,17,Georgia,3.28,Management,BBA
Claudia Reid,19,Nauru,2.5,Statistics,BS Data Science
Cindy Ellis,25,French Polynesia,3.49,Python,BS Software Engineering
Elizabeth Freeman,24,Afghanistan,3.88,None,BBA
Javier Henderson,23,Sudan,2.23,None,BBA
Justin Jones,18,Greece,2.94,Statistics,BS Business Analytics
Stephanie Anderson,22,Jordan,3.24,Python,BS Software Engineering
Nicole Wiggins,25,Senegal,2.57,Excel,BS Information Technology
Kevin Donovan,22,Bhutan,3.71,Excel,BS Information Technology
Daniel Johnson,25,Egypt,3.89,SQL,BS Computer Science
Marcus Stone,17,Zimbabwe,3.24,Python,BS Computer Science
David Shaw,25,Saint Kitts and Nevis,2.98,Excel,BS Business Analytics
Annette Castillo,16,Iran,3.73,Statistics,BS Business Analytics
Amber Brown,18,Albania,2.37,Python,BS Software Engineering
Brian Dean,21,Christmas Island,2.25,Excel,BS Accounting & Finance
Kelly Brown,24,Barbados,2.93,Statistics,BS Business Analytics
Mr. Bruce Johnson,20,Tuvalu,3.49,Python,BS Software Engineering
Katie Peterson,17,Cook Islands,2.89,Python,BS Computer Science
Victor Hayes,23,Cayman Islands,2.28,Management,BBA
Daniel Wiley,18,Gambia,2.64,SQL,BS Computer Science
Dillon Lopez,18,Ireland,3.68,Financial Modelling,BS Accounting & Finance
David Anderson,16,Philippines,3.2,Excel,BS Accounting & Finance
Heather Taylor,24,Nigeria,2.14,Statistics,BS Business Analytics
Kathleen Morales,16,Iraq,3.73,Excel,BS Business Analytics
Jill Mason,18,United Kingdom,3.73,Risk Management,BS Accounting & Finance
Stephen Nelson,18,Korea,3.24,Excel,BS Accounting & Finance
Patricia Shaw,21,Zambia,3.56,SQL,BS Information Technology
Mark Lutz,25,Gambia,3.01,SQL,BS Computer Science
Jamie Ross PhD,17,Jordan,3.74,Excel,BBA
James Carson,17,Chad,2.21,Statistics,BS Data Science
Terri Espinoza,17,Zimbabwe,2.7,Python,BS Software Engineering
Nicholas Garner,17,New Zealand,3.09,Management,BBA
Alec Brown,16,American Samoa,2.82,Risk Management,BS Accounting & Finance
Wayne Mathis,23,Malaysia,3.71,Excel,BS Information Technology
Heather Walker,25,Kazakhstan,2.85,SQL,BS Computer Science
Christina Miles,20,Grenada,2.61,Statistics,BS Data Science
Margaret Mathis,23,Andorra,2.67,Management,BBA
Manuel Brown,24,New Caledonia,2.05,Excel,BS Accounting & Finance
Alexandra Williams,20,Palau,2.38,SQL,BS Business Analytics
Larry Hayes,21,New Caledonia,3.18,SQL,BS Business Analytics
Kyle Sanchez,24,Guatemala,2.93,Python,BS Software Engineering
Andrew Gonzalez,24,Anguilla,3.24,SQL,BS Information Technology
James Anderson,19,Uruguay,3.49,Excel,BBA
Denise Barker,23,Oman,3.12,R,BS Data Science
Ryan Phelps,20,Guadeloupe,2.59,Python,BS Software Engineering
Justin Cox,23,Uzbekistan,3.08,Python,BS Software Engineering
David Murray,16,Cote d'Ivoire,3.48,SQL,BS Business Analytics
Mary Conner,16,Sudan,3.29,Excel,BS Information Technology
Aaron Chan,18,Pakistan,2.23,R,BS Data Science
Rachel Knapp,17,South Africa,2.47,SQL,BS Information Technology
Shannon Lewis,19,Nepal,2.69,SQL,BS Business Analytics
Gary Ortiz MD,16,Spain,3.75,Excel,BS Business Analytics
Rebecca Gutierrez,20,Mongolia,3.56,SQL,BS Business Analytics
Michael Avila,25,Tajikistan,3.91,Python,BS Data Science
Jason Conner,20,Heard Island and McDonald Islands,3.12,None,BBA
Craig Williams,25,South Georgia and the South Sandwich Islands,2.98,Risk Management,BS Accounting & Finance
John Howe,21,Haiti,3.61,SQL,BS Computer Science
Rachel Perez,17,Aruba,2.64,SQL,BS Information Technology
Scott Pham Jr.,24,Isle of Man,2.41,Python,BS Software Engineering
Daniel Hoffman,19,Saint Pierre and Miquelon,3.32,Python,BS Software Engineering
Amber Allen,16,France,3.25,SQL,BS Computer Science
Johnathan Odonnell,16,Kiribati,2.27,SQL,BS Information Technology
Jeffrey Taylor,24,Ghana,3.18,Python,BS Software Engineering
Gail Pitts,19,Nauru,2.52,SQL,BS Business Analytics
Amber Potter,24,Hong Kong,2.24,Python,BS Software Engineering
Michelle Cardenas,20,Nigeria,2.01,Financial Modelling,BS Accounting & Finance
Melissa Sheppard,17,Canada,3.24,Statistics,BS Data Science
Leslie Frost,17,Venezuela,2.84,Risk Management,BS Accounting & Finance
Carmen Rodriguez,20,Ireland,3.82,SQL,BS Business Analytics
Mrs. Lauren Smith,24,Gibraltar,3.5,Management,BBA
Amy Rodriguez,20,Norway,2.39,None,BBA
Teresa Martinez,20,Burkina Faso,2.65,SQL,BS Information Technology
Michael Rojas,16,Bhutan,3.92,Excel,BS Accounting & Finance
Amber Chavez,25,Jamaica,2.97,Risk Management,BS Accounting & Finance
Dana Carter,19,Peru,3.71,Python,BS Software Engineering
Lisa Vaughn,20,Thailand,2.63,Management,BBA
Amy Haynes,24,Iraq,3.43,Python,BS Data Science
Alexis Lopez,24,Isle of Man,3.9,Python,BS Data Science
Kaitlin Wilson,25,Costa Rica,2.09,Python,BS Data Science
David Franco,18,Holy See (Vatican City State),2.31,R,BS Data Science
Alice Maldonado,24,Malawi,3.92,R,BS Data Science
Lisa Johnson,22,Germany,3.45,Management,BBA
Nathan Oliver,18,Yemen,2.06,Excel,BS Information Technology
Matthew Palmer,23,Tajikistan,2.44,Financial Modelling,BS Accounting & Finance
Guy Cooper,19,Vietnam,3.47,Python,BS Data Science
Danny Moore,19,Afghanistan,2.13,SQL,BS Computer Science
John Snyder,16,Montenegro,3.53,Financial Modelling,BS Accounting & Finance
Nicolas Vasquez,25,Belize,3.15,Financial Modelling,BS Accounting & Finance
Erik Dennis,20,United Kingdom,2.43,Excel,BS Information Technology
Jonathan Solis,17,Dominica,2.63,SQL,BS Information Technology
Dennis Johnson,16,Christmas Island,2.01,SQL,BS Business Analytics
Barbara Logan,25,Oman,2.09,Excel,BS Business Analytics
Stephanie Roberts,19,Sweden,3.5,Risk Management,BS Accounting & Finance
Eric Booth,24,Myanmar,2.46,Excel,BBA
Scott Valencia,17,Bosnia and Herzegovina,3.98,Python,BS Data Science
Paula Murphy,21,Romania,2.15,Statistics,BS Data Science
Elizabeth Hunt,22,Uzbekistan,2.97,SQL,BS Business Analytics
Amy Rodriguez,24,Tanzania,3.49,Financial Modelling,BS Accounting & Finance
Anthony Cox,17,Maldives,2.64,Python,BS Software Engineering
David Bennett,20,Argentina,2.24,R,BS Data Science
John Gonzalez,18,Burundi,2.65,None,BBA
Kimberly Hicks,23,Cook Islands,2.24,Management,BBA
Joshua Anderson,21,Slovakia (Slovak Republic),2.83,Python,BS Software Engineering
Jennifer Anderson,23,Nepal,3.49,Python,BS Software Engineering
Carolyn Rios,19,Vanuatu,3.53,R,BS Data Science
Steven Hernandez,22,Switzerland,3.16,Python,BS Computer Science
Michael Gross,19,Bahrain,2.99,Python,BS Software Engineering
Andrea Hayes,23,Romania,2.95,R,BS Data Science
Michael Rogers,23,Papua New Guinea,2.77,Statistics,BS Data Science
Scott Harper,16,Central African Republic,3.09,Python,BS Software Engineering
Kelly Jackson,16,Poland,3.63,SQL,BS Information Technology
Kevin Randolph,23,Iraq,2.35,Risk Management,BS Accounting & Finance
Jessica Cross,25,Morocco,3.75,Excel,BS Information Technology
Jennifer Wilson,18,Mayotte,2.7,Python,BS Computer Science
Andrew Miller,16,Jordan,3.11,Risk Management,BS Accounting & Finance
Julia Bennett,25,Jersey,3.85,Management,BBA
Shawn Dorsey,23,India,3.05,Python,BS Computer Science
Mark Watson,19,French Polynesia,3.43,Statistics,BS Data Science
Peter Newton,25,Sweden,2,Python,BS Data Science
Kristin Martinez,19,Singapore,3.89,R,BS Data Science
Penny Gutierrez,22,Maldives,2.58,SQL,BS Business Analytics
Eric Johnson,24,Romania,3.15,Excel,BS Information Technology
Gary Williams,25,Australia,2.67,Excel,BS Information Technology
Jacqueline Brady,22,Italy,2.69,Financial Modelling,BS Accounting & Finance
David Bailey,23,Angola,2.28,SQL,BS Computer Science
Eric Stevenson,20,Cayman Islands,2.4,Risk Management,BS Accounting & Finance
Matthew Young,18,Nigeria,2.08,Python,BS Data Science
Tyler Park,16,Canada,3.65,Python,BS Software Engineering
Johnathan Ritter,21,Bulgaria,3.37,Python,BS Software Engineering
Kelly Hernandez,18,Mayotte,3.84,SQL,BS Information Technology
Mary Hicks,16,Saint Helena,2.29,SQL,BS Computer Science
Courtney Gonzalez,16,El Salvador,3.08,SQL,BS Business Analytics
Amanda Jones,25,Peru,2.16,Management,BBA
Mitchell Petty,23,Japan,3.62,Excel,BBA
Raymond Robbins,18,Turkmenistan,3.61,SQL,BS Information Technology
David Ochoa,21,Hungary,3.47,Excel,BS Accounting & Finance
Amy Payne,18,Philippines,3.29,Excel,BS Information Technology
William Smith,24,Burundi,3.31,SQL,BS Computer Science
Patrick Freeman,24,Costa Rica,2.99,Python,BS Software Engineering
Charlene Hamilton,25,Kenya,3.39,SQL,BS Information Technology
Ann Ramirez,22,Cameroon,3.63,Excel,BBA
Kelsey Johnson,21,Wallis and Futuna,2.94,Excel,BS Accounting & Finance
Natalie Holmes,21,Korea,3.92,Statistics,BS Data Science
John Curry,20,Morocco,2.24,Risk Management,BS Accounting & Finance
Arthur Simpson,19,France,2.82,Excel,BS Information Technology
Rodney Davis,20,Greece,3.2,SQL,BS Business Analytics
Micheal Ashley,24,Vietnam,2.66,Python,BS Software Engineering
Kelly Reynolds,16,South Africa,2.19,Python,BS Software Engineering
Nicholas Sampson,23,Guam,2.58,Python,BS Software Engineering
Dr. Christopher Lopez,21,Togo,3.98,Python,BS Software Engineering
Jeffrey Hayes,17,Germany,3.41,SQL,BS Computer Science
Robert Hoover,16,Brazil,3.46,Python,BS Data Science
Megan Mcclure,17,Luxembourg,2.15,Python,BS Software Engineering
Gabriel Perkins,16,Albania,2.83,Python,BS Computer Science
Travis Logan,22,Israel,3.64,Risk Management,BS Accounting & Finance
Samantha Martinez,19,Holy See (Vatican City State),2.08,R,BS Data Science
Angelica Rosales,18,Malawi,2.66,Financial Modelling,BS Accounting & Finance
Tammy Thomas,22,Zimbabwe,3.3,None,BBA
Margaret Stevens,25,Saint Pierre and Miquelon,2.24,SQL,BS Business Analytics
Mr. James Reyes MD,25,Indonesia,2.21,Python,BS Data Science
Robert Jefferson,20,Montserrat,2.69,Management,BBA
Amy James,23,United States Minor Outlying Islands,2.91,Python,BS Data Science
Pamela Jenkins,25,Switzerland,3.97,Python,BS Software Engineering
Lisa Ramirez,20,Uganda,3.99,Statistics,BS Business Analytics
Krista Brown,24,Vanuatu,2.56,SQL,BS Computer Science
Sara Smith,24,Czech Republic,3.26,Financial Modelling,BS Accounting & Finance
Yvonne Martin,17,Czech Republic,2.7,None,BBA
Erika Brown,22,Belgium,3.48,Python,BS Software Engineering
Autumn Sexton,25,Trinidad and Tobago,2.05,Python,BS Software Engineering
Jay Davis,19,Gambia,2.3,SQL,BS Information Technology
Scott Schwartz,16,Mauritius,3.6,SQL,BS Computer Science
James Simpson,24,Central African Republic,2.92,SQL,BS Computer Science
Elizabeth Vincent,20,Swaziland,2.72,Financial Modelling,BS Accounting & Finance
Nathan Sheppard,19,Greenland,3.86,Excel,BS Information Technology
Lori Adams,18,Jamaica,2.12,Python,BS Computer Science
Cassandra Frank,20,French Southern Territories,3.05,Financial Modelling,BS Accounting & Finance
Christopher Reed,22,El Salvador,3.31,SQL,BS Information Technology
Brian Alexander,25,Australia,3.9,Excel,BBA
Kimberly Owens,24,Saint Lucia,3.86,Financial Modelling,BS Accounting & Finance
Carl Guerra,16,Chad,3.24,None,BBA
Candice Logan,21,Luxembourg,3.91,SQL,BS Computer Science
Thomas Huber,17,Taiwan,3.22,SQL,BS Computer Science
Melissa Bell,22,Finland,3.59,Statistics,BS Business Analytics
Robert Frazier,22,Niger,2.58,Python,BS Data Science
Andrea Gallegos,20,Korea,3.75,Python,BS Software Engineering
Leslie Robles,23,Swaziland,3.64,Financial Modelling,BS Accounting & Finance
Donna Floyd,23,Belarus,2.47,Excel,BS Information Technology
Gabriel Montoya,17,Tokelau,2.32,Excel,BBA
Cheryl Stewart,16,Cameroon,2.09,Python,BS Software Engineering
Ricky Mercer,20,Zimbabwe,2.91,R,BS Data Science
Nicole Jones,24,Botswana,2.81,None,BBA
Heather Delgado,17,Papua New Guinea,3.56,None,BBA
Tonya Thompson,25,Monaco,2.72,Python,BS Computer Science
Renee Stanton,17,China,2.72,Excel,BS Business Analytics
Sandra Williams,21,Kazakhstan,3,Risk Management,BS Accounting & Finance
Adam Peterson,25,Saint Kitts and Nevis,2.1,R,BS Data Science
Kevin Knight,22,Kyrgyz Republic,2.43,SQL,BS Information Technology
Monica Holden,22,Puerto Rico,2.2,Statistics,BS Data Science
Sonya Griffith,20,Sri Lanka,3.76,R,BS Data Science
Theresa Williams,24,Western Sahara,3.67,Python,BS Software Engineering
Justin Crawford,23,Kyrgyz Republic,3.64,SQL,BS Information Technology
Lance Cummings,21,Mexico,2.98,Excel,BS Business Analytics
Lauren Bailey,24,Aruba,2.02,Risk Management,BS Accounting & Finance
Linda Carter,21,United Arab Emirates,3.31,Statistics,BS Business Analytics
Mrs. Vanessa Zuniga,19,Tonga,3.51,Python,BS Software Engineering
Kelly Miller,19,Sweden,2.49,Excel,BS Information Technology
Brian Harris,23,Iraq,3.56,Python,BS Software Engineering
Kathryn Delgado,23,Montserrat,3.21,Python,BS Computer Science
Shelby Martinez,24,Sao Tome and Principe,2.26,Python,BS Computer Science
Miss Jacqueline Wilson DVM,20,Samoa,2.51,Excel,BBA
Katherine Hester,18,Mozambique,3.91,Risk Management,BS Accounting & Finance
Erik Davis,25,Russian Federation,2.26,Python,BS Software Engineering
Kelly Espinoza,21,Chad,2.38,Excel,BBA
Angelica Love,24,Spain,3.94,None,BBA
Elizabeth Adams,20,Equatorial Guinea,2.21,Financial Modelling,BS Accounting & Finance
Eric Ramsey,21,Niue,2.98,SQL,BS Information Technology
Patrick Brown,22,Togo,2.62,SQL,BS Information Technology
Kerri Stokes,20,French Southern Territories,3.35,Excel,BS Information Technology
Timothy Stanley,20,Turks and Caicos Islands,3.52,SQL,BS Information Technology
Melinda Smith,24,Cambodia,3.37,Python,BS Software Engineering
Amber Taylor,22,Reunion,3.36,SQL,BS Business Analytics
Kristen Mitchell,20,Pakistan,3.56,None,BBA
Jennifer Smith,21,Sierra Leone,2.11,SQL,BS Computer Science
Gail Jennings,16,Croatia,3.75,Statistics,BS Business Analytics
Michael Chase,23,Israel,3.79,Management,BBA
Michael Brown,21,Namibia,3.8,Excel,BS Business Analytics
Julie Andrews,18,Sao Tome and Principe,3.96,Management,BBA
Gary Scott,19,Equatorial Guinea,2.89,SQL,BS Information Technology
Anthony Atkinson,20,Maldives,3.14,Python,BS Data Science
Peter Davis,24,Mongolia,3.64,Statistics,BS Data Science
John Lee,25,Nigeria,3.78,Python,BS Software Engineering
Melanie Landry,19,Mauritania,3.4,Statistics,BS Data Science
Christopher Davis,19,Yemen,3.31,Python,BS Computer Science
Ms. Katherine Dunn,24,Norfolk Island,3.92,None,BBA
Jason James,18,Martinique,3.28,Statistics,BS Data Science
Matthew Bell,16,Mali,2.81,Excel,BBA
Dr. Mark Welch DVM,18,Oman,2.72,R,BS Data Science
Richard Matthews,24,Palau,3.5,Risk Management,BS Accounting & Finance
Mark Ruiz,17,Turkey,2.45,None,BBA
Carrie Joseph,24,Saudi Arabia,2.26,Python,BS Software Engineering
Edward Fisher,24,Kuwait,3.08,Risk Management,BS Accounting & Finance
Dana Rose,25,Dominican Republic,2.7,Management,BBA
Shannon Gregory,18,Puerto Rico,3.34,Python,BS Computer Science
Amy Hayden,18,Portugal,3.6,None,BBA
Dillon Lane,17,Libyan Arab Jamahiriya,2.94,SQL,BS Business Analytics
James Williams,19,Niue,3.2,Statistics,BS Business Analytics
Madison Rich,16,Argentina,2.64,SQL,BS Information Technology
Laura Roth,25,Burundi,3.35,Statistics,BS Business Analytics
Kelly Floyd,21,Hong Kong,2.93,SQL,BS Computer Science
Sean White,23,Grenada,2.09,Statistics,BS Business Analytics
Rebecca Barnett,22,Saint Barthelemy,3.15,SQL,BS Information Technology
Anne Willis,23,Lebanon,2.29,Statistics,BS Data Science
Devin Mcdowell,23,Costa Rica,3.52,Python,BS Software Engineering
Jessica Howell,21,Falkland Islands (Malvinas),3.65,Risk Management,BS Accounting & Finance
Amy Garcia,20,Palau,3.26,Statistics,BS Business Analytics
Kendra Moody,25,Cote d'Ivoire,3.55,Excel,BS Business Analytics
Mark Rogers,22,Fiji,2.03,Statistics,BS Data Science
Paul Malone,19,Heard Island and McDonald Islands,3.95,Python,BS Computer Science
Joseph Martin,24,Togo,3.09,Statistics,BS Business Analytics
Joseph Woods,19,Kenya,2.07,Python,BS Software Engineering
Daniel Dudley,23,French Polynesia,2.23,Python,BS Software Engineering
Ann Welch,16,Dominica,3.07,Python,BS Computer Science
Martin Moore,22,Belarus,3.15,Excel,BS Information Technology
Gregory Johnson,25,Zimbabwe,3.82,Excel,BS Information Technology
William Howard,22,Portugal,3.31,None,BBA
Charles Ellison,25,Philippines,2.32,Statistics,BS Data Science
Catherine Larson,17,Norway,2.81,Statistics,BS Business Analytics
Amy Taylor,22,French Southern Territories,3.8,SQL,BS Information Technology
Brenda Hoover,25,American Samoa,2.26,Financial Modelling,BS Accounting & Finance
Lori Hunt,22,Christmas Island,2.18,Python,BS Data Science
John Mills,20,Congo,2.23,Risk Management,BS Accounting & Finance
Sean Davis,17,Senegal,3.84,Python,BS Data Science
Jasmine Marshall,25,Norfolk Island,3.71,SQL,BS Computer Science
Sean Gill,21,Korea,3.93,SQL,BS Computer Science
Christina Evans,23,Falkland Islands (Malvinas),2.47,Python,BS Software Engineering
Jonathan Bradford MD,19,Austria,2.54,Python,BS Computer Science
Peter Robinson,17,Iraq,2.7,Excel,BS Accounting & Finance
Anne Gardner,17,Thailand,3.26,Management,BBA
Todd Miller,20,Western Sahara,3.69,Risk Management,BS Accounting & Finance
Mary Porter,22,Denmark,2.18,Financial Modelling,BS Accounting & Finance
Ashlee Kirby,22,Turks and Caicos Islands,2.5,Excel,BS Information Technology
Christopher Mayer,23,Portugal,3.69,R,BS Data Science
Emily Lewis,20,Kuwait,2.9,Python,BS Software Engineering
Cody Levine,22,Guyana,3.43,Financial Modelling,BS Accounting & Finance
Jonathan Caldwell,18,Lithuania,3.03,Python,BS Computer Science
Robert Moore,17,Anguilla,3.33,SQL,BS Computer Science
Steven Perez,23,Aruba,2.46,SQL,BS Information Technology
